source,title,description,datamodel,"providing_technologies","security_domain",category,usecase,mitre,killchain,"detection_searches","investigative_searches","contextual_searches","support_searches",qualifiedSearch
"Splunk ES Content Update - Correlations","Unsuccessful Netbackup backups","This search gives you the hosts where a backup was attempted and then failed.",,Backup,,Compliance,Compliance,None,None,,,,,"search sourcetype=""netbackup_logs"" | stats latest(_time) as latestTime by COMPUTERNAME, MESSAGE | search MESSAGE=""An error occurred, failed to backup."" | `security_content_ctime(latestTime)` | rename COMPUTERNAME as dest, MESSAGE as signature | table latestTime, dest, signature"
"Splunk ES Content Update - Correlations","Unusually Long Command Line - MLTK","Command lines that are extremely long may be indicative of malicious activity on your hosts. This search leverages the Machine Learning Toolkit (MLTK) to help identify command lines with lengths that are unusual for a given user.",Endpoint,"Endpoint Detection and Response",,"Malware | ","Advanced Threat Detection",None,"Actions on Objectives",,,,," tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime FROM datamodel=Endpoint.Processes by Processes.user Processes.dest Processes.process_name Processes.process | `drop_dm_object_name(Processes)` | `security_content_ctime(firstTime)`| `security_content_ctime(lastTime)`| eval processlen=len(process) | search user!=unknown | apply cmdline_pdfmodel threshold=0.01 | rename ""IsOutlier(processlen)"" as isOutlier | search isOutlier > 0 | table firstTime lastTime user dest process_name process processlen count"
"Splunk ES Content Update - Correlations","Unusually Long Command Line","Command lines that are extremely long may be indicative of malicious activity on your hosts.",Endpoint,"Endpoint Detection and Response",,"Endpoint Compromise","Advanced Threat Detection",Execution,"Actions on Objectives",,,,," tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime FROM datamodel=Endpoint.Processes by Processes.user Processes.dest Processes.process_name Processes.process | `drop_dm_object_name(""Processes"")` | `security_content_ctime(firstTime)`| `security_content_ctime(lastTime)`|  eval processlen=len(process) | eventstats stdev(processlen) as stdev, avg(processlen) as avg by dest | stats max(processlen) as maxlen, values(stdev) as stdevperhost, values(avg) as avgperhost by dest, user, process_name, process| `unusually_long_commandlines_filter`| eval threshold = 10 | where maxlen > ((threshold*stdevperhost) + avgperhost)"
"Splunk ES Content Update - Correlations","Unusually Long Content-Type Length","This search looks for unusually long strings in the Content-Type http header that the client sends the server.",,"Web Server",,"Web Attack","Application Security","Defense Evasion",Delivery,,,,,"search sourcetype=stream:http | eval cs_content_type_length = len(cs_content_type) | where cs_content_type_length > 100 | table endtime src_ip dest_ip cs_content_type_length cs_content_type url"
"Splunk ES Content Update - Correlations","USN Journal Deletion","The fsutil.exe application is a legitimate Windows utility used to perform tasks related to the file allocation table (FAT) and NTFS file systems. The update sequence number (USN) change journal provides a log of all changes made to the files on the disk. This search looks for fsutil.exe deleting the USN journal.",Endpoint,"Endpoint Detection and Response",,Ransomware,"Security Monitoring","Defense Evasion","Actions on Objectives",,,,," tstats `security_content_summariesonly` count values(Processes.process) as process values(Processes.parent_process) as parent_process min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process_name=fsutil.exe by Processes.user Processes.process_name Processes.parent_process_name Processes.dest  | `drop_dm_object_name(Processes)` | `security_content_ctime(firstTime)`| `security_content_ctime(lastTime)` | search process=""*deletejournal*"" AND process=""*usn*"""
"Splunk ES Content Update - Correlations","Web Fraud - Account Harvesting","This search is used to identify the creation of multiple user accounts using the same email domain name.",,"Web Server",,"Abuse | ",Other,None,"Actions on Objectives",,,,,"search sourcetype=stream:http http_content_type=text* uri=""/magento2/customer/account/loginPost/"" | rex field=cookie ""form_key=(?<SessionID>\w+)"" | rex field=form_data ""login\[username\]=(?<Username>[^&|^$]+)"" | search Username=* | rex field=Username ""@(?<email_domain>.*)""|stats dc(Username) as UniqueUsernames list(Username) as src_user by email_domain|where UniqueUsernames> 25"
"Splunk ES Content Update - Correlations","Web Fraud - Anomalous User Clickspeed","This search is used to examine web sessions to identify those where the clicks are occurring too quickly for a human or are occurring with a near-perfect cadence (high periodicity or low standard deviation), resembling a script driven session.",,"Web Server",,"Abuse | ",Other,None,"Actions on Objectives",,,,,"search sourcetype=stream:http http_content_type=text* | rex field=cookie ""form_key=(?<session_id>\w+)"" | streamstats window=2 current=1 range(_time) as TimeDelta by session_id | where TimeDelta>0 |stats count stdev(TimeDelta) as ClickSpeedStdDev avg(TimeDelta) as ClickSpeedAvg by session_id | where count>5 AND (ClickSpeedStdDev<.5 OR ClickSpeedAvg<.5)"
"Splunk ES Content Update - Correlations","Web Fraud - Password Sharing Across Accounts","This search is used to identify user accounts that share a common password.",,"Web Server",,"Abuse | ",Other,None,None,,,,,"search sourcetype=stream:http http_content_type=text* uri=/magento2/customer/account/loginPost*  | rex field=form_data ""login\[username\]=(?<Username>[^&|^$]+)"" | rex field=form_data ""login\[password\]=(?<Password>[^&|^$]+)"" | stats dc(Username) as UniqueUsernames values(Username) as user list(src_ip) as src_ip by Password|where UniqueUsernames>5"
"Splunk ES Content Update - Correlations","Web Servers Executing Suspicious Processes","This search looks for suspicious processes on all systems labeled as web servers.",Endpoint,"Endpoint Detection and Response",,"Web Attack","Application Security","Defense Evasion | Execution | Discovery","Actions on Objectives",,,,," tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.dest_category=""web_server"" AND (Processes.process=""*whoami*"" OR Processes.process=""*ping*"" OR Processes.process=""*iptables*"" OR Processes.process=""*wget*"" OR Processes.process=""*service*"" OR Processes.process=""*curl*"") by Processes.process Processes.process_name, Processes.dest Processes.user| `drop_dm_object_name(Processes)` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)`"
"Splunk ES Content Update - Correlations","Windows Event Log Cleared","This search looks for Windows events that indicate one of the Windows event logs has been purged.",,"Windows Security",,"Endpoint Compromise","Advanced Threat Detection","Defense Evasion","Actions on Objectives",,,,,"search ((eventtype=wineventlog_security) AND (signature_id=1102 OR signature_id=1100)) OR ((eventtype=wineventlog_system) AND signature_id=104) | stats count min(_time) as firstTime max(_time) as lastTime by signature_id dest user| `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)`"
"Splunk ES Content Update - Correlations","Windows hosts file modification","The search looks for modifications to the hosts file on all Windows endpoints across your environment.",Endpoint,"Endpoint Detection and Response",,"Endpoint Compromise","Advanced Threat Detection","Command and Control | Exfiltration","Command and Control",,,,," tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime FROM datamodel=Endpoint.Filesystem  by Filesystem.file_name Filesystem.file_path Filesystem.dest | `security_content_ctime(lastTime)` | `security_content_ctime(firstTime)` | search Filesystem.file_name=hosts AND Filesystem.file_path=*Windows\\System32\\* | `drop_dm_object_name(Filesystem)`"
"Splunk ES Content Update - Correlations","WMI Permanent Event Subscription","This search looks for the creation of WMI permanent event subscriptions.",,"Windows Security",,"Adversary Tactics | ","Advanced Threat Detection","Execution | Persistence","Actions on Objectives",,,,,"search sourcetype=""wineventlog:microsoft-windows-wmi-activity/operational"" EventCode=5861 Binding | rex field=Message ""Consumer =\s+(?<consumer>[^;|^$]+)"" | search consumer!=""NTEventLogEventConsumer=\""SCM Event Log Consumer\"""" | stats count min(_time) as firstTime max(_time) as lastTime by ComputerName, consumer, Message | `security_content_ctime(firstTime)`| `security_content_ctime(lastTime)` | rename ComputerName as dest"
"Splunk ES Content Update - Correlations","WMI Permanent Event Subscription - Sysmon","This search looks for the creation of WMI permanent event subscriptions.",,"Windows Security",,"Adversary Tactics | ","Advanced Threat Detection","Execution | Persistence","Actions on Objectives",,,,,"search sourcetype=""XmlWinEventLog:Microsoft-Windows-Sysmon/Operational"" EventCode=21 | rename host as dest | table _time, dest, user, Operation, EventType, Query, Consumer, Filter"
"Splunk ES Content Update - Correlations","WMI Temporary Event Subscription","This search looks for the creation of WMI temporary event subscriptions.",,"Windows Security",,"Adversary Tactics | ","Advanced Threat Detection","Execution | Persistence","Actions on Objectives",,,,,"search sourcetype=""wineventlog:microsoft-windows-wmi-activity/operational"" EventCode=5860 Temporary | rex field=Message ""NotificationQuery =\s+(?<query>[^;|^$]+)"" | search query!=""SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'"" AND query!=""SELECT * FROM __InstanceOperationEvent WHERE TargetInstance ISA 'AntiVirusProduct' OR TargetInstance ISA 'FirewallProduct' OR TargetInstance ISA 'AntiSpywareProduct'"" | stats count min(_time) as firstTime max(_time) as lastTime by ComputerName, query  | `security_content_ctime(firstTime)`| `security_content_ctime(lastTime)`"
"Splunk Enterprise Security - Correlations","Account Deleted","Detects user and computer account deletion",Change,"User Activity Audit",,"Lateral Movement","Security Monitoring",None,None,,,,," from datamodel:""Change"".""Account_Management"" | where 'tag'=""delete"" | stats max(_time) as ""lastTime"",latest(_raw) as ""orig_raw"",values(result) as ""signature"",values(src) as ""src"",values(dest) as ""dest"",count by ""src_user"",""user"" | where 'count'>0"
"Splunk Enterprise Security - Correlations","Brute Force Access Behavior Detected","Detects excessive number of failed login attempts along with a successful attempt (this could indicate a successful brute force attack)",Authentication,Authentication,,"Lateral Movement | IAM Analytics","Security Monitoring | Compliance",None,None,,,,," from datamodel:""Authentication"".""Authentication"" | stats values(tag) as tag,values(app) as app,count(eval('action'==""failure"")) as failure,count(eval('action'==""success"")) as success by src | search success>0 | `mltk_apply_upper(""app:failures_by_src_count_1h"", ""high"", ""failure"")`"
